,refseq,start,end,strand,gene_name,gene_product,ncbi_protein,regulator,cog
SP5448_04840,CP008776.1,893165,894100,+,pstC,phosphate ABC transporter permease,AKK70380.1,,Inorganic ion transport and metabolism
SP5448_04845,CP008776.1,894090,894977,+,pstA,phosphate ABC transporter permease,AKK70381.1,Irr_LE_M6,Inorganic ion transport and metabolism
SP5448_04850,CP008776.1,894993,895796,+,pstB,phosphate ABC transporter ATP-binding protein,AKK70382.1,Irr_EE_M6,Inorganic ion transport and metabolism
SP5448_04855,CP008776.1,895809,896567,+,pstB,phosphate ABC transporter ATP-binding protein,AKK70383.1,Irr_LE_M6,Inorganic ion transport and metabolism
SP5448_04860,CP008776.1,896635,897288,+,phoU,PhoU family transcriptional regulator,AKK70384.1,,Inorganic ion transport and metabolism
SP5448_04865,CP008776.1,897493,900030,+,pepN,aminopeptidase N,AKK70385.1,CovR,Amino acid transport and metabolism
SP5448_04870,CP008776.1,900376,901050,+,SP5448_04870,transcriptional regulator,AKK70386.1,,Signal transduction mechanisms
SP5448_04875,CP008776.1,901043,902353,+,SP5448_04875,histidine kinase,AKK70387.1,,Signal transduction mechanisms
SP5448_04880,CP008776.1,902478,902711,-,rpsT,30S ribosomal protein S20,AKK70388.1,Nra_transition_M49,"Translation, ribosomal structure and biogenesis"
SP5448_04885,CP008776.1,902780,903700,-,coaA,pantothenate kinase,AKK70389.1,"CcpA,CcpA_core_M1,CovR,Rgg,Rgg,Irr_EE_M6",Nucleotide transport and metabolism
SP5448_04890,CP008776.1,903935,904555,+,rsmC,methyltransferase,AKK70390.1,CcpA_core_M1,"Translation, ribosomal structure and biogenesis"
SP5448_04895,CP008776.1,905214,905603,+,cdd,cytidine deaminase,AKK70391.1,,Nucleotide transport and metabolism
SP5448_04900,CP008776.1,905697,906749,+,tcsA,membrane protein,AKK70392.1,,Function unknown
SP5448_04905,CP008776.1,906888,908420,+,xylG,heme ABC transporter ATP-binding protein,AKK70393.1,,Function unknown
SP5448_04910,CP008776.1,908413,909477,+,yufP,branched-chain amino acid ABC transporter permease,AKK70394.1,,Function unknown
SP5448_04915,CP008776.1,909479,910435,+,yufQ,sugar ABC transporter permease,AKK70395.1,CovR,Function unknown
SP5448_04920,CP008776.1,910648,912366,-,pgm,phosphoglucomutase,AKK70396.1,"CcpA,CcpA_core_M1",Carbohydrate transport and metabolism
SP5448_04925,CP008776.1,912542,913111,-,panT,pantothenic acid transporter pant,AKK70397.1,"CmbR,Irr_EE_M6",Function unknown
SP5448_04930,CP008776.1,913169,913714,-,coaBC,phosphopantothenoylcysteine decarboxylase,AKK70398.1,CmbR,Coenzyme transport and metabolism
SP5448_04935,CP008776.1,913707,914399,-,coaB,phosphopantothenate--cysteine ligase,AKK70399.1,"CmbR,Rgg",Coenzyme transport and metabolism
SP5448_04940,CP008776.1,914580,915431,+,lipL,lipoate--protein ligase,AKK70400.1,"CcpA_core_M1,Mga,Rgg,Rgg,Nra_transition_M49",Coenzyme transport and metabolism
SP5448_04945,CP008776.1,915428,916627,+,baiH,NADH-dependent flavin oxidoreductase,AKK70401.1,"CcpA_core_M1,Mga,Rgg,Rgg,Nra_transition_M49",Energy production and conversion
SP5448_04950,CP008776.1,916624,917622,+,SP5448_04950,luciferase,AKK70402.1,"CcpA_core_M1,Mga,Rgg,Rgg,Nra_transition_M49",Energy production and conversion
SP5448_04955,CP008776.1,917664,917996,+,gcdH,glycine cleavage system protein H,AKK70403.1,"CcpA_core_M1,Rgg,Nra_transition_M49",Amino acid transport and metabolism
SP5448_04960,CP008776.1,917989,918801,+,ymdB,hypothetical protein,AKK70404.1,"CcpA_core_M1,Nra_transition_M49",Function unknown
SP5448_04965,CP008776.1,918794,919675,+,SP5448_04965,deacetylase SIR2,AKK70405.1,Nra_transition_M49,Transcription
SP5448_04970,CP008776.1,919722,920741,+,lplA,lipoate--protein ligase,AKK70406.1,"CcpA_core_M1,Irr_EE_M6",Coenzyme transport and metabolism
SP5448_04975,CP008776.1,920869,922539,+,fhs,formate--tetrahydrofolate ligase,AKK70407.1,"PurR,Rgg",Nucleotide transport and metabolism
SP5448_04980,CP008776.1,922624,924201,+,cls,hypothetical protein,AKK70408.1,,Lipid transport and metabolism
SP5448_04985,CP008776.1,924541,924879,+,nrdD_1,ribonucleoside-triphosphate reductase,AKK70409.1,"Rgg,Rgg,Nra_transition_M49",Nucleotide transport and metabolism
SP5448_04990,CP008776.1,925277,926545,-,XK27_08130,GntR family transcriptional regulator,AKK70410.1,"PdxR,Rgg,Irr_EE_M6",Transcription
SP5448_04995,CP008776.1,926635,927501,+,pdxK,pyridoxamine kinase,AKK70411.1,"PdxR,LacD.1_M14",Coenzyme transport and metabolism
SP5448_05000,CP008776.1,927479,928036,+,SP5448_05000,membrane protein,AKK70412.1,"PdxR,Rgg,LacD.1_M14",Function unknown
SP5448_05005,CP008776.1,928170,929714,+,yfmM,heme ABC transporter ATP-binding protein,AKK70413.1,"Mga,Rgg,Nra_stationary_M49",Function unknown
SP5448_05010,CP008776.1,930079,931302,+,murM,UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase,AKK70414.1,"Mga,Rgg,Irr_LE_M6",Defense mechanisms
SP5448_05015,CP008776.1,931344,932906,-,guaA,GMP synthase,AKK70415.1,,Nucleotide transport and metabolism
SP5448_05020,CP008776.1,933073,934506,+,SP5448_05020,hypothetical protein,AKK70416.1,Rgg,Function unknown
SP5448_05025,CP008776.1,934589,935287,+,gntR1,GntR family transcriptional regulator,AKK70417.1,Rgg,Transcription
SP5448_05030,CP008776.1,935376,935717,+,ylxM,DNA-binding protein,AKK70418.1,"Rgg,Irr_LE_M6",Function unknown
SP5448_05035,CP008776.1,935732,937294,+,ffh,signal recognition particle,AKK70419.1,CovR,"Intracellular trafficking, secretion, and vesicular transport"
SP5448_05040,CP008776.1,937411,938109,-,SP5448_05040,DNA-binding protein,AKK70420.1,"Mga,Nra_exponetional_M49,Nra_stationary_M49",Transcription
SP5448_05045,CP008776.1,938578,939648,+,xerS,site-specific tyrosine recombinase XerS,AKK70421.1,Rgg,"Cell cycle control, cell division, chromosome partitioning"
SP5448_05050,CP008776.1,940348,940830,+,SP5448_05050,hypothetical protein,AKK70422.1,Irr_LE_M6,Function unknown
SP5448_05055,CP008776.1,940919,941971,+,citC,[citrate [pro-3S]-lyase] ligase,AKK70423.1,"CovR,Irr_EE_M6",Coenzyme transport and metabolism
SP5448_05060,CP008776.1,942081,943475,-,oadA,oxaloacetate decarboxylase,AKK70424.1,"CcpA_core_M1,CovR,Rgg,Rgg,CovR,CovR,CovR,Nra_transition_M49,Irr_LE_M6",Energy production and conversion
SP5448_05065,CP008776.1,943490,944068,-,citX,ACP synthase,AKK70425.1,"CcpA_core_M1,CovR,Rgg,Rgg,CovR,Nra_exponetional_M49",Coenzyme transport and metabolism
SP5448_05070,CP008776.1,944061,945593,-,citF,citrate lyase subunit alpha,AKK70426.1,"CcpA_core_M1,CovR,Rgg,Rgg,CovR,CovR,CovR,Nra_exponetional_M49",Coenzyme transport and metabolism
SP5448_05075,CP008776.1,945596,946483,-,citE,citrate lyase subunit beta,AKK70427.1,"CcpA_core_M1,CovR,Rgg,Rgg,CovR,CovR",Carbohydrate transport and metabolism
SP5448_05080,CP008776.1,946471,946779,-,citD,citrate lyase subunit gamma,AKK70428.1,"CcpA_core_M1,CovR,Rgg,Rgg,Nra_transition_M49,Irr_EE_M6,Irr_LE_M6",Energy production and conversion
SP5448_05085,CP008776.1,946815,946943,-,SP5448_05085,membrane protein,AKK70429.1,,Function unknown
SP5448_05090,CP008776.1,946967,948088,-,oadB,glutaconyl-CoA decarboxylase subunit beta,AKK70430.1,"CcpA_core_M1,CovR,Rgg,CovR,CovR",Energy production and conversion
SP5448_05095,CP008776.1,948133,948528,-,gcdC,acetyl-CoA carboxylase,AKK70431.1,"CcpA_core_M1,CovR,Rgg,CovR,CovR,VicR",Lipid transport and metabolism
SP5448_05100,CP008776.1,948585,948908,-,SP5448_05100,hypothetical protein,AKK70432.1,"CcpA_core_M1,Rgg,VicR",Function unknown
SP5448_05105,CP008776.1,949288,950691,+,citM,citrate transporter,AKK70433.1,"CcpA,CcpA_core_M1,CovR,CovR,CovR,Nra_transition_M49",Energy production and conversion
SP5448_05110,CP008776.1,950849,951544,+,citR,GntR family transcriptional regulator,AKK70434.1,,Transcription
SP5448_05115,CP008776.1,951537,952421,+,citG,2-(5'-triphosphoribosyl)-3'-dephospho CoA synthase,AKK70435.1,Mga,Nucleotide transport and metabolism
SP5448_05120,CP008776.1,952621,953751,-,gcdB,glutaconyl-CoA decarboxylase subunit beta,AKK70436.1,"Rgg,Nra_stationary_M49,Irr_EE_M6",Energy production and conversion
SP5448_05125,CP008776.1,953761,954111,-,gcdC,methylmalonyl-CoA decarboxylase,AKK70437.1,Rgg,Lipid transport and metabolism
SP5448_05130,CP008776.1,954111,954425,-,SP5448_05130,membrane protein,AKK70438.1,Rgg,Function unknown
SP5448_05135,CP008776.1,954468,955850,-,oadA,oxaloacetate decarboxylase,AKK70439.1,"Rgg,CovR,CovR,Irr_LE_M6",Energy production and conversion
SP5448_05140,CP008776.1,956027,957373,-,trmFO,tRNA (uracil-5-)-methyltransferase,AKK70440.1,Nra_transition_M49,"Translation, ribosomal structure and biogenesis"
SP5448_05145,CP008776.1,957524,958240,-,satE,membrane protein,AKK70441.1,,Function unknown
SP5448_05150,CP008776.1,958233,958898,-,satD,DNA-binding protein,AKK70442.1,,Function unknown
SP5448_05155,CP008776.1,959003,959995,-,ldhA,lactate dehydrogenase,AKK70443.1,"Mga,Rgg",Function unknown
SP5448_05170,CP008776.1,960968,961450,+,SP5448_05170,transcriptional regulator,AKK70444.1,,Transcription
SP5448_05175,CP008776.1,961525,963654,-,topA,DNA topoisomerase I,AKK70445.1,Irr_LE_M6,"Replication, recombination and repair"
SP5448_05180,CP008776.1,963761,964597,-,dprA,DNA protecting protein DprA,AKK70446.1,"Rgg,Rgg",Function unknown
SP5448_05185,CP008776.1,964662,965453,-,rnhB,ribonuclease HII,AKK70447.1,,"Replication, recombination and repair"
SP5448_05190,CP008776.1,965443,966291,-,ylqF,GTPase,AKK70448.1,"Rgg,CovR",Function unknown
SP5448_05195,CP008776.1,966510,966950,+,SP5448_05195,hypothetical protein,AKK70449.1,"Mga,Rgg",Transcription
SP5448_05200,CP008776.1,966947,967597,+,yqfA,hemolysin III,AKK70450.1,"Mga,Rgg",Function unknown
SP5448_05205,CP008776.1,967714,968625,+,yegS,DeoR faimly transcriptional regulator,AKK70451.1,"Mga,CovR",Lipid transport and metabolism
SP5448_05210,CP008776.1,968675,969043,-,SP5448_05210,signal peptide protein,AKK70452.1,"Rgg,Nra_stationary_M49",Function unknown
SP5448_05220,CP008776.1,969657,970070,-,yaeR,lyase,AKK70453.1,Rgg,Amino acid transport and metabolism
SP5448_05225,CP008776.1,970153,970902,-,srtA,sortase,AKK70454.1,"Srv_M1,Irr_EE_M6,Irr_LE_M6",Cell wall/membrane/envelope biogenesis
SP5448_05230,CP008776.1,970922,973408,-,gyrA,DNA gyrase subunit A,AKK70455.1,Rgg,"Replication, recombination and repair"
SP5448_05235,CP008776.1,973599,974582,+,ldh,lactate dehydrogenase,AKK70456.1,"Rex,CcpA,Rgg,Nra_exponetional_M49",Energy production and conversion
SP5448_05240,CP008776.1,974741,976111,-,noxE,NADH oxidase,AKK70457.1,"Rex,CcpA,Srv_M1",Inorganic ion transport and metabolism
SP5448_05245,CP008776.1,976352,978079,-,XK27_10035,sugar ABC transporter ATP-binding protein,AKK70458.1,"Rgg,Nra_transition_M49",Defense mechanisms
SP5448_05250,CP008776.1,978076,979800,-,yfiB1,multidrug ABC transporter ATP-binding protein,AKK70459.1,"Rgg,Irr_LE_M6",Defense mechanisms
SP5448_05255,CP008776.1,979810,980409,-,pvaA,hypothetical protein,AKK70460.1,,Cell wall/membrane/envelope biogenesis
SP5448_05260,CP008776.1,980410,981387,-,ndpA,hypothetical protein,AKK70461.1,Irr_LE_M6,Function unknown
SP5448_05265,CP008776.1,981394,982650,-,glyA,serine hydroxymethyltransferase,AKK70462.1,CovR,Amino acid transport and metabolism
SP5448_05270,CP008776.1,982640,983092,-,XK27_05710,GNAT family acetyltransferase,AKK70463.1,Irr_LE_M6,Transcription
SP5448_05275,CP008776.1,983110,983700,-,ywlC,tRNA threonylcarbamoyl adenosine modification protein,AKK70464.1,Nra_transition_M49,"Translation, ribosomal structure and biogenesis"
SP5448_05280,CP008776.1,983684,984523,-,prmB,SAM-dependent methyltransferase,AKK70465.1,Nra_transition_M49,"Translation, ribosomal structure and biogenesis"
SP5448_05285,CP008776.1,984523,985602,-,prfA,peptide chain release factor 1,AKK70466.1,Nra_transition_M49,"Translation, ribosomal structure and biogenesis"
SP5448_05290,CP008776.1,985637,986206,-,tdk,thymidine kinase,AKK70467.1,Rgg,Nucleotide transport and metabolism
SP5448_05295,CP008776.1,986344,986529,+,dmpI,4-oxalocrotonate tautomerase,AKK70468.1,"Rgg,CovR,CovR,CovR,Irr_EE_M6,Irr_LE_M6",Function unknown
SP5448_05300,CP008776.1,986582,987520,+,apbE,thiamine biosynthesis protein ApbE,AKK70469.1,"CovR,CovR,CovR,Nra_exponetional_M49",Coenzyme transport and metabolism
SP5448_05305,CP008776.1,987584,988867,-,pbuX,xanthine permease,AKK70470.1,"Purine,CcpA_core_M1,CovR,Mga,Rgg,Rgg",Nucleotide transport and metabolism
SP5448_05310,CP008776.1,988867,989448,-,xpt,xanthine phosphoribosyltransferase,AKK70471.1,"Purine,CcpA_core_M1,CovR,Mga,Rgg,Rgg",Nucleotide transport and metabolism
SP5448_05315,CP008776.1,989753,990736,-,guaC,guanosine 5'-monophosphate oxidoreductase,AKK70472.1,"PurR,CovR,Rgg,Rgg,Nra_transition_M49",Nucleotide transport and metabolism
SP5448_05320,CP008776.1,991014,992540,-,proWX,glycine/betaine ABC transporter permease,AKK70473.1,"CovR,Nra_exponetional_M49",Inorganic ion transport and metabolism
SP5448_05325,CP008776.1,992533,993261,-,proV,glycine/betaine ABC transporter ATP-binding protein,AKK70474.1,CovR,Amino acid transport and metabolism
SP5448_05330,CP008776.1,993681,994370,+,SP5448_05330,multidrug transporter,AKK70475.1,"Rgg,Rgg",Function unknown
SP5448_05340,CP008776.1,995463,996458,-,pta,phosphotransacetylase,AKK70476.1,"CcpA_core_M1,CovR",Energy production and conversion
SP5448_05345,CP008776.1,996462,997367,-,rluD,pseudouridine synthase,AKK70477.1,Nra_transition_M49,"Translation, ribosomal structure and biogenesis"
SP5448_05350,CP008776.1,997364,998200,-,nadK,ATP-NAD kinase,AKK70478.1,"Rgg,Irr_EE_M6",Coenzyme transport and metabolism
SP5448_05355,CP008776.1,998175,998846,-,yjbM,GTP pyrophosphokinase,AKK70479.1,Rgg,Function unknown
SP5448_05360,CP008776.1,998934,999512,+,yjbK,adenylate cyclase,AKK70480.1,"Rgg,Irr_EE_M6,Irr_LE_M6",Function unknown
SP5448_05365,CP008776.1,999652,1000632,+,prs,ribose-phosphate pyrophosphokinase,AKK70481.1,Nra_transition_M49,Nucleotide transport and metabolism
SP5448_05370,CP008776.1,1000629,1001756,+,iscS,cysteine desulfurase,AKK70482.1,,Amino acid transport and metabolism
SP5448_05375,CP008776.1,1001746,1002093,+,XK27_04120,cysteine desulfurase,AKK70483.1,,Function unknown
SP5448_05380,CP008776.1,1002345,1002989,+,rex,Rex family transcripional regulator,AKK70484.1,Rex,Transcription
SP5448_05385,CP008776.1,1002999,1003694,+,puuD,gamma-glutamyl hydrolase,AKK70485.1,"Rex,Nra_transition_M49,Irr_EE_M6",Signal transduction mechanisms
SP5448_05390,CP008776.1,1003696,1004376,-,radC,hypothetical protein,AKK70486.1,"CovR,Rgg",Amino acid transport and metabolism
SP5448_05395,CP008776.1,1004425,1005573,-,SP5448_05395,membrane protein,AKK70487.1,,Function unknown
SP5448_05405,CP008776.1,1005732,1006346,-,estA,lipase,AKK70488.1,Irr_LE_M6,Amino acid transport and metabolism
SP5448_05410,CP008776.1,1006509,1008041,-,clcA,ribonuclease HII,AKK70489.1,Rgg,Inorganic ion transport and metabolism
SP5448_05415,CP008776.1,1008219,1008950,-,aphA,acid phosphatase,AKK70490.1,"CcpA,CovR,TrxR_M1,Rgg,Rgg,Nra_transition_M49",Function unknown
SP5448_05420,CP008776.1,1009186,1010235,+,adh,alcohol dehydrogenase,AKK70491.1,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Nra_stationary_M49",Amino acid transport and metabolism
SP5448_05425,CP008776.1,1010318,1011484,-,mez_1,malate dehydrogenase,AKK70492.1,FasX_60min_M1,Energy production and conversion
SP5448_05430,CP008776.1,1011515,1012846,-,maeN,malate permease,AKK70493.1,"FasX_60min_M1,CovR,CovR,CovR",Energy production and conversion
SP5448_05435,CP008776.1,1013007,1014548,+,dpiB,histidine kinase,AKK70494.1,"Nra_transition_M49,Irr_EE_M6,Irr_LE_M6",Signal transduction mechanisms
SP5448_05440,CP008776.1,1014529,1015194,+,dpiA,chemotaxis protein CheY,AKK70495.1,Rgg,Function unknown
SP5448_05445,CP008776.1,1015249,1016322,-,potD,spermidine/putrescine ABC transporter substrate-binding protein,AKK70496.1,,Inorganic ion transport and metabolism
SP5448_05450,CP008776.1,1016315,1017091,-,potC,spermidine/purescine ABC transporter permease,AKK70497.1,,Inorganic ion transport and metabolism
SP5448_05455,CP008776.1,1017088,1017882,-,potB,spermidine/putrescine ABC transporter permease,AKK70498.1,,Inorganic ion transport and metabolism
SP5448_05460,CP008776.1,1017866,1019020,-,potA,spermidine/putrescine ABC transporter ATP-binding protein,AKK70499.1,,Inorganic ion transport and metabolism
SP5448_05465,CP008776.1,1019066,1019953,-,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,AKK70500.1,,Cell wall/membrane/envelope biogenesis
SP5448_05470,CP008776.1,1020103,1020603,-,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,AKK70501.1,"TrxR_M1,Mga,Mga,CovR",Coenzyme transport and metabolism
SP5448_05475,CP008776.1,1020600,1020959,-,folB,dihydroneopterin aldolase,AKK70502.1,,Coenzyme transport and metabolism
SP5448_05480,CP008776.1,1020966,1021766,-,folP,dihydropteroate synthase,AKK70503.1,Mga,Coenzyme transport and metabolism
SP5448_05485,CP008776.1,1021775,1022359,-,folE,GTP cyclohydrolase,AKK70504.1,"Mga,Irr_EE_M6",Nucleotide transport and metabolism
SP5448_05490,CP008776.1,1022388,1023665,-,folC,dihydrofolate synthase,AKK70505.1,"Mga,Rgg,Irr_EE_M6",Coenzyme transport and metabolism
SP5448_05495,CP008776.1,1023997,1024959,+,yxkH,deacetylase,AKK70506.1,"Rgg,Rgg,Irr_LE_M6",Carbohydrate transport and metabolism
SP5448_05500,CP008776.1,1025076,1026311,-,dacA,D-alanyl-D-alanine carboxypeptidase,AKK70507.1,"Rgg,Rgg,Irr_LE_M6",Cell wall/membrane/envelope biogenesis
SP5448_05505,CP008776.1,1026574,1026957,-,SP5448_05505,hypothetical protein,AKK70508.1,,"Replication, recombination and repair"
SP5448_05510,CP008776.1,1026988,1027209,-,SP5448_05510,hypothetical protein,AKK70509.1,,"Replication, recombination and repair"
SP5448_05515,CP008776.1,1027282,1027503,-,SP5448_05515,integrase,AKK70510.1,,"Replication, recombination and repair"
SP5448_05520,CP008776.1,1027525,1027656,-,SP5448_05520,integrase,AKK70511.1,,"Replication, recombination and repair"
SP5448_05530,CP008776.1,1028147,1028365,-,SP5448_05530,Cro/Cl family transcriptional regulator,AKK70512.1,,Transcription
SP5448_05535,CP008776.1,1028557,1029279,-,spaG,lantibiotic ABC transporter permease,AKK70513.1,"Rgg,Irr_EE_M6",Function unknown
SP5448_05540,CP008776.1,1029282,1030031,-,spaE,lantibiotic ABC transporter permease,AKK70514.1,,Function unknown
SP5448_05545,CP008776.1,1030037,1030726,-,mutF,lantibiotic ABC transporter ATP-binding protein,AKK70515.1,Rgg,Defense mechanisms
SP5448_05550,CP008776.1,1030808,1031425,-,spaT,lantibiotic ABC transporter ATP-binding protein,AKK70516.1,Rgg,Defense mechanisms
SP5448_05555,CP008776.1,1031540,1031680,-,srtA,lantibiotic streptin,AKK70517.1,Rgg,Function unknown
SP5448_05560,CP008776.1,1031828,1033174,-,SP5448_05560,histidine kinase,AKK70518.1,,Signal transduction mechanisms
SP5448_05565,CP008776.1,1033167,1033853,-,SP5448_05565,chemotaxis protein CheY,AKK70519.1,Rgg,Function unknown
SP5448_05570,CP008776.1,1034004,1034699,-,SP5448_05570,lantibiotic (srt) production protein,AKK70520.1,"CovR,CovR,CovR,CovR","Intracellular trafficking, secretion, and vesicular transport"
SP5448_05580,CP008776.1,1035489,1035812,-,SP5448_05580,methyltransferase,AKK70521.1,CovR,"Replication, recombination and repair"
SP5448_05595,CP008776.1,1036885,1037250,-,rplL,50S ribosomal protein L7/L12,AKK70522.1,"L10_leader,Rgg,Irr_EE_M6","Translation, ribosomal structure and biogenesis"
SP5448_05600,CP008776.1,1037315,1037815,-,rplJ,50S ribosomal protein L10,AKK70523.1,"L10_leader,Rgg","Translation, ribosomal structure and biogenesis"
SP5448_05605,CP008776.1,1038148,1039524,+,mnmE,tRNA modification GTPase MnmE,AKK70524.1,"Mga,Rgg",Function unknown
SP5448_05610,CP008776.1,1039592,1041001,-,pepV,dipeptidase PepV,AKK70525.1,Mga,Amino acid transport and metabolism
SP5448_05615,CP008776.1,1041126,1041728,-,nrd,nitroreductase,AKK70526.1,Nra_transition_M49,Energy production and conversion
SP5448_05620,CP008776.1,1041913,1043709,-,uvrC,excinuclease ABC subunit C,AKK70527.1,"CcpA_core_M1,Rgg","Replication, recombination and repair"
SP5448_05625,CP008776.1,1043811,1045208,-,gabD,succinate-semialdehyde dehydrogenase,AKK70528.1,"CcpA,CcpA_core_M1,CovR,Rgg,Rgg",Energy production and conversion
SP5448_05630,CP008776.1,1045303,1045992,-,yjjG,HAD family hydrolase,AKK70529.1,Rgg,Amino acid transport and metabolism
SP5448_05635,CP008776.1,1046008,1046574,-,maa,maltose acetyltransferase,AKK70530.1,,Function unknown
SP5448_05645,CP008776.1,1047353,1048399,-,SP5448_05645,iron ABC transporter substrate-binding protein,AKK70531.1,"CcpA_core_M1,Mga,Rgg,VicR",Inorganic ion transport and metabolism
SP5448_05650,CP008776.1,1048393,1049181,-,SP5448_05650,chemotaxis protein CheY,AKK70532.1,"CcpA_core_M1,Rgg,VicR",Transcription
SP5448_05655,CP008776.1,1049185,1050834,-,SP5448_05655,histidine kinase,AKK70533.1,"CcpA_core_M1,Rgg,Nra_transition_M49,VicR",Signal transduction mechanisms
SP5448_05660,CP008776.1,1050970,1051797,-,ptsD,PTS mannnose transporter subunit IID,AKK70534.1,"CcpA,CcpA_core_M1,CovR,Rgg,Rgg,CovR,VicR",Carbohydrate transport and metabolism
SP5448_05665,CP008776.1,1051794,1052603,-,ptsC,PTS mannnose transporter subunit IIC,AKK70535.1,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,CovR,VicR",Carbohydrate transport and metabolism
SP5448_05670,CP008776.1,1052620,1053111,-,ptsB,PTS sorbose transporter subunit IIB,AKK70536.1,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,CovR,Irr_LE_M6,VicR",Carbohydrate transport and metabolism
SP5448_05675,CP008776.1,1053130,1053555,-,SP5448_05675,PTS mannnose transporter subunit IIA,AKK70537.1,"CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,Srv_M1,VicR",Carbohydrate transport and metabolism
SP5448_05680,CP008776.1,1053762,1054781,-,yeiH,membrane protein,AKK70538.1,,Function unknown
SP5448_05685,CP008776.1,1054896,1055333,-,msrB,peptide methionine sulfoxide reductase,AKK70539.1,,"Posttranslational modification, protein turnover, chaperones"
SP5448_05690,CP008776.1,1055519,1056400,-,SP5448_05690,hypothetical protein,AKK70540.1,"TrxR_M1,Rgg,CovR,Irr_EE_M6",Function unknown
SP5448_05695,CP008776.1,1056658,1058490,-,lepA,elongation factor 4,AKK70541.1,,Cell wall/membrane/envelope biogenesis
SP5448_05700,CP008776.1,1058614,1058760,-,ndk,nucleoside diphosphate kinase,AKK70542.1,,Nucleotide transport and metabolism
SP5448_05705,CP008776.1,1058824,1059003,-,ndk,nucleoside diphosphate kinase,AKK70543.1,,Nucleotide transport and metabolism
SP5448_05710,CP008776.1,1059470,1060135,-,csn2,CRISPR-associated protein Csn2,AKK70544.1,"Rgg,Rgg,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49",Function unknown
SP5448_05715,CP008776.1,1060122,1060463,-,cas2,CRISPR-associated protein Cas2,AKK70545.1,"Rgg,Rgg,Nra_exponetional_M49,Nra_stationary_M49,Irr_LE_M6","Replication, recombination and repair"
SP5448_05720,CP008776.1,1060460,1061329,-,cas1,CRISPR-associated protein Cas1,AKK70546.1,"Rgg,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49","Replication, recombination and repair"
SP5448_05725,CP008776.1,1061329,1065435,-,cas9,CRISPR-associated protein Csn1,AKK70547.1,"Rgg,Rgg,Nra_exponetional_M49,Nra_transition_M49,Nra_stationary_M49","Replication, recombination and repair"
SP5448_05730,CP008776.1,1065915,1066547,-,ylfI,membrane protein,AKK70548.1,"Irr_EE_M6,Irr_LE_M6",Function unknown
SP5448_05735,CP008776.1,1066547,1067311,-,nagD,HAD family hydrolase,AKK70549.1,,Carbohydrate transport and metabolism
SP5448_05740,CP008776.1,1067311,1068063,-,fat,acyl-ACP thioesterase,AKK70550.1,,Lipid transport and metabolism
SP5448_05745,CP008776.1,1068073,1069203,-,hemN,coproporphyrinogen III oxidase,AKK70551.1,,Coenzyme transport and metabolism
SP5448_05750,CP008776.1,1069266,1069907,-,SP5448_05750,hypothetical protein,AKK70552.1,,"Translation, ribosomal structure and biogenesis"
SP5448_05755,CP008776.1,1070041,1071396,-,glmM,phosphoglucosamine mutase,AKK70553.1,,Carbohydrate transport and metabolism
SP5448_05760,CP008776.1,1071450,1072406,-,ybbR,hypothetical protein,AKK70554.1,CovR,Function unknown
SP5448_05765,CP008776.1,1072403,1073254,-,dacA,membrane protein,AKK70555.1,Rgg,Function unknown
SP5448_05770,CP008776.1,1073361,1074704,+,murD,UDP-N-acetylmuramyl peptide synthase,AKK70556.1,Irr_EE_M6,Cell wall/membrane/envelope biogenesis
SP5448_05775,CP008776.1,1074704,1075495,+,cobQ,glutamine amidotransferase,AKK70557.1,Srv_M1,Coenzyme transport and metabolism
SP5448_05780,CP008776.1,1075604,1076593,-,lplA,lipoate--protein ligase,AKK70558.1,,Coenzyme transport and metabolism
SP5448_05785,CP008776.1,1076826,1079243,+,hylB,hyaluronate lyase,AKK70559.1,"CcpA,RegR",Cell motility
SP5448_05790,CP008776.1,1079917,1081680,-,lpdA,dihydrolipoyl dehydrogenase,AKK70560.1,"Mga,Rgg,LacD.1_M14",Energy production and conversion
SP5448_05795,CP008776.1,1081713,1081952,+,SP5448_05795,hypothetical protein,AKK70561.1,,Function unknown
SP5448_05800,CP008776.1,1082007,1083416,-,acoC,iron ABC transporter ATP-binding protein,AKK70562.1,"Mga,Rgg,LacD.1_M14,CovR",Energy production and conversion
SP5448_05805,CP008776.1,1083601,1084599,-,acoB,pyruvate dehydrogenase,AKK70563.1,"CcpA,Rgg,LacD.1_M14,CovR,Srv_M1",Energy production and conversion
SP5448_05810,CP008776.1,1084658,1085626,-,acoA,pyruvate dehydrogenase,AKK70564.1,"CcpA,Rgg,LacD.1_M14,Nra_stationary_M49",Energy production and conversion
SP5448_05815,CP008776.1,1085911,1087818,-,uup,multidrug ABC transporter ATP-binding protein,AKK70565.1,,Function unknown
