,start,stop,strand,gene_name,length,operon,COG,gene_product,description,classif,Unnamed: 11,regulator
BSU_17280,1864225,1864677,1,ymaD,452,"ymaD, pghC->ymaD","Post-translational modification, protein turnover, and chaperones",putative peroxiredoxin,putative peroxiredoxin,-,,
BSU_17290,1864691,1865044,-1,ebrB,353,ebrA->ebrB,Inorganic ion transport and metabolism,multidrug efflux transporter,multidrug efflux transporter,-,,
BSU_17300,1865058,1865375,-1,ebrA,317,ebrA->ebrB,Inorganic ion transport and metabolism,multidrug efflux transporter,multidrug efflux transporter,-,,
BSU_17310,1865512,1865787,-1,ymaG,275,ymaG,No COG category,spore coat protein,spore coat protein,-,,"GerE,SigK"
BSU_17320,1865876,1866289,1,ymaF,413,ymaF->hfq,Function unknown,unknown,unknown,-,,
BSU_17330,1866389,1867333,1,miaA,944,"miaA->hfq, ymaF->hfq","Translation, ribosomal structure and biogenesis",tRNA isopentenylpyrophosphate transferase,tRNA isopentenylpyrophosphate transferase,-,,
BSU_17340,1867373,1867594,1,hfq,221,"miaA->hfq, ymaF->hfq, hfq","Translation, ribosomal structure and biogenesis",RNA chaperone,RNA chaperone,-,,
BSU_17350,1867790,1868062,1,ymzC,272,,No COG category,unknown,unknown,-,,
BSU_17360,1868144,1868374,1,ymzA,230,"ymzA->ymaB, ymzA",No COG category,unknown,unknown,-,,
BSU_17370,1868617,1869009,1,nrdI,392,"nrdI->ymaB, ymzA->ymaB",Nucleotide transport and metabolism,ribonucleoside-diphosphate reductase,"flavodoxin, ribonucleoside-diphosphate reductase",-,,"PerR,ResD,SigA,NrdR"
BSU_17380,1868969,1871071,1,nrdE,2102,"nrdI->ymaB, ymzA->ymaB",Nucleotide transport and metabolism,ribonucleoside-diphosphate reductase (alpha subunit),"ribonucleoside-diphosphate reductase (alpha subunit), control of DNA/cell mass ratio",-,,"PerR,ResD,SigA,NrdR"
BSU_17390,1871089,1872078,1,nrdF,989,"nrdI->ymaB, ymzA->ymaB",Nucleotide transport and metabolism,ribonucleoside-diphosphate reductase (beta subunit),ribonucleoside-diphosphate reductase (beta subunit),-,,"PerR,ResD,SigA,NrdR"
BSU_17400,1872128,1872748,1,ymaB,620,"nrdI->ymaB, ymzA->ymaB",Function unknown,unknown,putative [SW|Nudix hydrolase],-,,"PerR,ResD,SigA,NrdR"
BSU_17410,1872812,1873579,-1,cwlC,767,cwlC,Cell wall/membrane/envelope biogenesis,N-acetylmuramoyl-L-alanine amidase,N-acetylmuramoyl-L-alanine amidase,-,,SigK
BSU_17420,1874203,1875171,1,spoVK,968,spoVK,"Post-translational modification, protein turnover, and chaperones",unknown,required for spore maturation,-,,"SigK,SigE,SpoIIID"
BSU_17430,1875304,1876566,1,ynbA,1262,ynbA->glnA,Function unknown,"GTP-binding protein, ribosome-splitting factor","GTP-binding protein, ribosome-splitting factor, rescues translationally arrested ribosomes",-,,
BSU_17440,1876584,1877849,1,ynbB,1265,ynbA->glnA,Inorganic ion transport and metabolism,putative C-S lyase,"putative C-S lyase, required for [[protein|3054CD45713BBD69C2A528DE24AF6AF37175FD9D]] modification",-,,
BSU_17450,1877959,1878366,1,glnR,407,"glnR->glnA, ynbA->glnA, glnR",Transcription,transcription repressor ([SW|MerR family]),transcriptional repressor ([SW|MerR family]) of the [[gene|641C4BDD9702804642E1753A9C779E80FABB3919]]-[[gene|glnA ]]operon,-,,"SigA,GlnR,TnrA"
BSU_17460,1878425,1879759,1,glnA,1334,"glnR->glnA, ynbA->glnA, glnA",Amino acid transport and metabolism,"glutamine synthetase, trigger enzyme","glutamine synthetase, trigger enzyme",-,,"SigA,GlnR,TnrA"
BSU_17470,1880087,1880377,1,ynxB,290,ynxB,No COG category,unknown,unknown,-,,
BSU_17480,1880623,1880967,1,ynzF,344,,No COG category,unknown,similar to delta-endotoxin,-,,
BSU_17490,1881098,1881349,1,ynzG,251,,Function unknown,unknown,unknown,-,,
BSU_17500,1881536,1881970,1,ynaB,434,ynaB->ynaC,No COG category,unknown,unknown,-,,
BSU_17510,1882040,1882831,1,ynaC,791,ynaB->ynaC,No COG category,unknown,unknown,-,,
BSU_17520,1883166,1883678,1,ynaD,512,,"Translation, ribosomal structure and biogenesis",unknown,similar to ribosomal-protein-alanine N-acetyltransferase,-,,
BSU_17530,1884238,1884879,1,ynaE,641,,Function unknown,unknown,unknown,-,,
BSU_17540,1884968,1885321,1,ynaF,353,,Function unknown,unknown,unknown,-,,
BSU_17550,1885365,1885640,1,ynaG,275,,No COG category,unknown,unknown,-,,
BSU_17559,1885753,1885917,1,ynzI,164,,No COG category,unknown,unknown,-,,
BSU_17560,1886057,1886527,1,ynaI,470,,Amino acid transport and metabolism,unknown,similar to phosphoribosylanthranilate isomerase,-,,
BSU_17570,1887352,1888743,1,xynP,1391,xynP->xynB,Carbohydrate transport and metabolism,beta-xyloside permease,beta-xyloside permease,-,,"SigA,XylR,CcpA"
BSU_17580,1888774,1890375,1,xynB,1601,xynP->xynB,Carbohydrate transport and metabolism,"xylan beta-1,4-xylosidase","xylan beta-1,4-xylosidase",-,,"SigA,XylR,CcpA"
BSU_17590,1890512,1891564,-1,xylR,1052,xylR,Carbohydrate transport and metabolism,transcriptional repressor,transcriptional repressor of the [[gene|24829427B4518FE67038F194B54D4AAFAC64EF19]]-[[gene|xylB ]]and [[gene|F92925E2FDCFE6DDA3E87C7B541FE6A6CE5AABB8]]-[[gene|xynB ]]operons,-,,
BSU_17600,1891908,1893245,1,xylA,1337,xylA->xylB,Carbohydrate transport and metabolism,xylose isomerase,xylose isomerase,-,,"SigA,XylR,CcpA"
BSU_17610,1893396,1894895,1,xylB,1499,xylA->xylB,Carbohydrate transport and metabolism,xylulokinase,xylulokinase,-,,"SigA,XylR,CcpA"
BSU_17620,1895378,1896013,-1,yncB,635,yncB,"Replication, recombination and repair",unknown,similar to micrococcal nuclease,-,,
BSU_17630,1896424,1897839,1,yncC,1415,yncC,No COG category,unknown,similar to sugar transport protein,-,,
BSU_17640,1897941,1899125,-1,yncD,1184,yncD,No COG category,spore coat alanine racemase,spore coat alanine racemase,-,,SigE
BSU_17650,1899589,1900050,1,yncE,461,,Function unknown,unknown,unknown,-,,
BSU_17660,1900080,1900514,1,yncF,434,,Nucleotide transport and metabolism,dUTPase,dUTPase,-,,
BSU_17670,1901117,1901377,-1,cotU,260,cotU,No COG category,outer spore coat protein,outer spore coat protein,-,,"GerR,GerE,SigK"
BSU_17678,1901612,1901737,1,ynzJ,125,,No COG category,unknown,"unknown, putative pseudogene",-,,
BSU_17680,1902219,1903058,1,thyA,839,thyA,Nucleotide transport and metabolism,thymidylate synthase A,thymidylate synthase A,-,,
BSU_17690,1903511,1904263,-1,yncM,752,yncM,Function unknown,unknown,unknown,-,,AbrB
BSU_17699,1904393,1904749,-1,ynzK,356,,No COG category,unknown,unknown,-,,
BSU_17700,1904995,1905195,-1,cotC,200,cotC,No COG category,spore coat protein (outer),spore coat protein (outer),-,,"GerE,SigK,SpoIIID"
BSU_17710,1905370,1905558,-1,tatAC,188,tatAC,No COG category,component of the twin-arginine translocation pathway,component of the twin-arginine translocation pathway,-,,
BSU_17720,1905809,1906207,1,yndA,398,yndA->ynzB,Function unknown,unknown,unknown,-,,SigE
BSU_17730,1906272,1906706,-1,yndB,434,yndB,Function unknown,unknown,may be involved in the stress response of <i>B. subtilis</i> to chalcone-like flavonoids released by plants due to a pathogen infection,-,,
BSU_17740,1907013,1907201,1,ynzB,188,yndA->ynzB,No COG category,potential D protein for the [[protein|AE28299B0F274B189DD90554A5A4F7B9A9479B60]]-[[protein|B14179D0EF5D3493E5CDB8E15378A5088B4FFD10]]-[[protein|YndF ]]germinant receptor,potential D protein for the [[protein|AE28299B0F274B189DD90554A5A4F7B9A9479B60]]-[[protein|B14179D0EF5D3493E5CDB8E15378A5088B4FFD10]]-[[protein|YndF ]]germinant receptor of unknown specificity,-,,SigE
BSU_17750,1907494,1909056,1,yndD,1562,yndD->yndF,No COG category,part of the [[protein|AE28299B0F274B189DD90554A5A4F7B9A9479B60]]-[[protein|B14179D0EF5D3493E5CDB8E15378A5088B4FFD10]]-[[protein|2211659780DEC3F4131B127E68EEF626534DF4BE]] germinant receptor,part of the [[protein|AE28299B0F274B189DD90554A5A4F7B9A9479B60]]-[[protein|B14179D0EF5D3493E5CDB8E15378A5088B4FFD10]]-[SW|YndF] germinant receptor of unknown specificity,-,,SigG
BSU_17760,1909086,1910177,1,yndE,1091,yndD->yndF,Intracellular trafficking and secretion,part of the [[protein|AE28299B0F274B189DD90554A5A4F7B9A9479B60]]-[[protein|B14179D0EF5D3493E5CDB8E15378A5088B4FFD10]]-[[protein|2211659780DEC3F4131B127E68EEF626534DF4BE]] germinant receptor,part of the [[protein|AE28299B0F274B189DD90554A5A4F7B9A9479B60]]-[[protein|B14179D0EF5D3493E5CDB8E15378A5088B4FFD10]]-[[protein|2211659780DEC3F4131B127E68EEF626534DF4BE]] germinant receptor of unknown specificity,-,,SigG
BSU_17770,1910167,1911381,1,yndF,1214,yndD->yndF,Function unknown,part of the [[protein|AE28299B0F274B189DD90554A5A4F7B9A9479B60]]-[[protein|B14179D0EF5D3493E5CDB8E15378A5088B4FFD10]]-[[protein|2211659780DEC3F4131B127E68EEF626534DF4BE]] germinant receptor,part of the [[protein|AE28299B0F274B189DD90554A5A4F7B9A9479B60]]-[[protein|B14179D0EF5D3493E5CDB8E15378A5088B4FFD10]]-[[protein|2211659780DEC3F4131B127E68EEF626534DF4BE]] germinant receptor of unknown specificity,-,,SigG
BSU_17780,1911528,1912334,1,yndG,806,yndG->yndK,Function unknown,unknown,unknown,-,,
BSU_17790,1912339,1912956,1,yndH,617,yndG->yndK,Function unknown,unknown,unknown,-,,
BSU_17800,1912953,1914593,1,yndJ,1640,yndG->yndK,Function unknown,unknown,unknown,-,,
BSU_17810,1914630,1914995,1,yndK,365,yndG->yndK,No COG category,unknown,unknown,-,,
BSU_17820,1915221,1915979,1,pghL,758,pghL,No COG category,phage-derived gamma polyglutamic acid hydrolase,"phage-derived gamma polyglutamic acid hydrolase, sporulation protein",-,,SigK
BSU_17830,1916006,1916545,-1,yndM,539,yndM,Function unknown,unknown,[SW|sporulation ]protein,-,,
BSU_17840,1916663,1917097,1,fosB,434,fosB,Coenzyme transport and metabolism,fosfomycin resistance protein,bacillithiol-S-transferase, confers resistence against antimicrobial compounds from <i>B. amyloliquefaciens</i>,-,SigW
BSU_17850,1917639,1918256,-1,lexA,617,lexA,Transcription,transcriptional repressor of the SOS regulon,transcriptional repressor of the SOS regulon,-,,"RocR,LexA"
BSU_17860,1918406,1918723,1,yneA,317,yneA->ynzC,Cell cycle control and cell division,checkpoint enforcement protein,inhibits cell division during SOS response,-,,LexA
BSU_17870,1918742,1919395,1,yneB,653,yneA->ynzC,"Replication, recombination and repair",unknown,similar to resolvase,-,,LexA
BSU_17880,1919459,1919692,1,ynzC,233,yneA->ynzC,Function unknown,unknown,unknown,-,,LexA
BSU_17890,1919861,1921864,1,tkt,2003,tkt,Carbohydrate transport and metabolism,transketolase,transketolase,-,,Spo0A
BSU_17900,1922017,1922463,1,sirA,446,sirA->yneF,Function unknown,inhibitor of [[category|SW 3.1.1]],"[[category|SW 4.2]] protein, inhibits [[category|SW 3.1.1]] initiation in cells committed to [[category|SW 4.2]], facilitates capture of <i>oriC</i> in the forespore",-,,Spo0A
BSU_17910,1922549,1922767,1,yneF,218,sirA->yneF,Function unknown,unknown,membrane protein,-,,Spo0A
BSU_17920,1922841,1923014,-1,ynzD,173,ynzD,No COG category,Spo0A-P phosphatase,"Spo0A-P phosphatase, control of the phosphorelay",-,,AbrB
BSU_17930,1923234,1923941,1,ccdA,707,ccdA->yneJ,"Post-translational modification, protein turnover, and chaperones",thiol-disulfide oxidoreductase,membrane-embedded thiol-disulfide oxidoreductase,-,,SigA
BSU_17940,1924030,1924392,1,yneI,362,ccdA->yneJ,Signal transduction,two-component response regulator,two-component response regulator,-,,SigA
BSU_17950,1924471,1924962,1,yneJ,491,ccdA->yneJ,"Post-translational modification, protein turnover, and chaperones",unknown,unknown,-,,SigA
BSU_17960,1924993,1925421,-1,yneK,428,yneK,Function unknown,unknown,unknown,-,,
BSU_17970,1925655,1926047,-1,cotM,392,cotM,"Post-translational modification, protein turnover, and chaperones",spore coat protein (outer),spore coat protein (outer),-,,"GerE,SigK,SigE"
BSU_17980,1926128,1926274,-1,sspP,146,sspO->sspP,Function unknown,probable small acid-soluble spore protein (minor),probable small acid-soluble spore protein (minor),-,,SigG
BSU_17990,1926306,1926452,-1,sspO,146,sspO->sspP,No COG category,small acid-soluble spore protein (minor),small acid-soluble spore protein (minor),-,,SigG
BSU_18000,1926680,1929409,1,citB,2729,citB->yneN,Energy production and conversion,"aconitase, trigger enzyme","aconitase, trigger enzyme",-,,"SigA,CodY,CcpA,CcpC"
BSU_18010,1929481,1929993,1,yneN,512,citB->yneN,Energy production and conversion,unknown,similar to thiol:disulfide oxidoreductase,-,,"SigA,CodY,CcpA,CcpC"
BSU_18019,1930074,1930199,1,ynzL,125,,No COG category,unknown,unknown,-,,
BSU_18020,1930264,1930410,1,sspN,146,sspN->tlp,No COG category,small acid-soluble spore protein (minor),small acid-soluble spore protein (minor),-,,"SigG,SigF"
BSU_18030,1930447,1930698,1,tlp,251,sspN->tlp,Function unknown,thioredoxin-like protein,thioredoxin-like protein,-,,"SigG,SigF"
BSU_18040,1930834,1931199,1,yneP,365,yneP->yneQ,Function unknown,putative 4-hydroxybenzoyl coenzyme-A thioesterase,putative 4-hydroxybenzoyl coenzyme-A thioesterase,-,,
BSU_18050,1931215,1931514,1,yneQ,299,yneP->yneQ,Function unknown,unknown,unknown,-,,
BSU_18060,1931545,1931832,-1,yneR,287,plsY->yneR,Function unknown,unknown,unknown,-,,
BSU_18070,1931920,1932501,-1,plsY,581,plsY->yneR,Lipid transport and metabolism,acylphosphate:glycerol-phosphate acyltransferase,acylphosphate:glycerol-phosphate acyltransferase,-,,
BSU_18080,1932671,1933078,1,yneT,407,yneT,Function unknown,unknown,similar to predicted CoA-binding protein with NAD(P)-binding Rossmann-fold domain,-,,
BSU_18090,1933477,1935444,1,parE,1967,parE->parC,"Replication, recombination and repair",subunit of DNA topoisomerase IV,subunit of DNA topoisomerase IV,-,,"SigA,LexA"
BSU_18100,1935448,1937868,1,parC,2420,parE->parC,"Replication, recombination and repair",subunit of DNA topoisomerase IV,subunit of DNA topoisomerase IV,-,,"SigA,LexA"
BSU_18110,1938066,1938476,-1,ynfC,410,ynfC,Function unknown,unknown,unknown,-,,
BSU_18120,1938925,1940322,1,alsT,1397,alsT,No COG category,putative glutamine transporter,putative glutamine transporter,-,,"GlnR,TnrA"
BSU_18130,1940625,1942124,1,bglC,1499,bglC,Carbohydrate transport and metabolism,"endo-1,4-beta-glucanase)","endo-1,4-beta-glucanase",-,,SigA
BSU_18140,1942192,1942455,1,ynfE,263,,No COG category,unknown,unknown,-,,
BSU_18150,1942714,1943982,-1,xynC,1268,xynD->xynC,No COG category,endo-xylanase,"endo-xylanase, preference for methylglucurono-xylan",-,,AbrB
BSU_18160,1944113,1945654,-1,xynD,1541,xynD->xynC,Carbohydrate transport and metabolism,arabinoxylan arabinofuranohydrolase,arabinoxylan arabinofuranohydrolase,-,,AbrB
BSU_18170,1946249,1946695,1,yngA,446,yngA->yngC,Function unknown,unknown,unknown,-,,"SigM,YclJ"
BSU_18180,1946702,1947595,1,yngB,893,yngA->yngC,Cell wall/membrane/envelope biogenesis,unknown,similar to UTP-glucose-1-phosphate uridylyltransferase,-,,"SigM,YclJ"
BSU_18190,1947668,1948264,1,yngC,596,"yngA->yngC, yngC",No COG category,unknown,similar to alkaline phosphatase,-,,"SigM,YclJ"
BSU_18200,1948313,1949512,-1,nrnB,1199,nrnB,Function unknown,nano-RNase B,"oligoribonuclease (nano-RNase), degradation of pGpG",-,,
BSU_18210,1949682,1951217,-1,yngE,1535,yngJ->yngE,Lipid transport and metabolism,"methylcrotonoyl-CoA carboxylase, subunit","methylcrotonoyl-CoA carboxylase, subunit",-,,SigE
BSU_18220,1951228,1952010,-1,yngF,782,yngJ->yngE,Lipid transport and metabolism,methylglutaconyl-CoA hydratase,methylglutaconyl-CoA hydratase,-,,SigE
BSU_18230,1952031,1952930,-1,yngG,899,yngJ->yngE,Amino acid transport and metabolism,3-hydroxy-3-methylglutaryl-coenzyme A (HMG-CoA) lyase,3-hydroxy-3-methylglutaryl-coenzyme A (HMG-CoA) lyase,-,,SigE
BSU_18239,1952945,1953166,-1,yngHB,221,yngJ->yngE,Lipid transport and metabolism,acyl-CoA carboxylase subunit,"acyl-CoA carboxylase, biotinylated subunit",-,,SigE
BSU_18240,1953181,1954515,-1,yngH,1334,yngJ->yngE,Lipid transport and metabolism,"methylcrotonoyl-CoA carboxylase, subunit",methylcrotonoyl-CoA carboxylase,-,,SigE
BSU_18250,1954525,1956174,-1,yngI,1649,yngJ->yngE,Lipid transport and metabolism,aceto-acetyl-CoA ligase,"aceto-acetyl-CoA ligase, may be involved in surfactin production",-,,SigE
BSU_18260,1956218,1957360,-1,yngJ,1142,yngJ->yngE,Lipid transport and metabolism,3-methylbutanoyl-CoA dehydrogenase,3-methylbutanoyl-CoA dehydrogenase,-,,SigE
BSU_18270,1957451,1957756,-1,ynzE,305,,No COG category,unknown,unknown,-,,
BSU_18280,1958027,1959559,-1,yngK,1532,yngK,Signal transduction,unknown,unknown,-,,
BSU_18290,1959695,1960087,-1,yngL,392,yngL,Function unknown,unknown,unknown,-,,
BSU_18300,1960198,1964037,-1,ppsE,3839,ppsA->ppsE,No COG category,plipastatin synthetase,plipastatin synthetase,-,,AbrB
BSU_18310,1964045,1974856,-1,ppsD,10811,ppsA->ppsE,No COG category,plipastatin synthetase,plipastatin synthetase,-,,AbrB
BSU_18320,1974881,1982548,-1,ppsC,7667,ppsA->ppsE,No COG category,plipastatin synthetase,plipastatin synthetase,-,,AbrB
BSU_18330,1982565,1990247,-1,ppsB,7682,ppsA->ppsE,No COG category,plipastatin synthetase,plipastatin synthetase,-,,AbrB
BSU_18340,1990272,1997957,-1,ppsA,7685,ppsA->ppsE,No COG category,plipastatin synthetase,plipastatin synthetase,-,,AbrB
BSU_18350,1998340,1999815,-1,dacC,1475,galM->dacC,Cell wall/membrane/envelope biogenesis,"penicillin-binding protein 4A, D-alanyl-D-alanine carboxypeptidase","penicillin-binding protein 4A, D-alanyl-D-alanine carboxypeptidase",-,,"SigB,SigH"
BSU_18360,1999849,2000826,-1,galM,977,galM->dacC,Carbohydrate transport and metabolism,aldose-1-epimerase (mutarotase),aldose-1-epimerase,-,,"SigB,SigH"
BSU_18370,2000960,2002351,-1,yoeA,1391,yoeA,Defense mechanisms,putative multidrug exporter,probable multidrug resistance protein,-,,
BSU_18380,2002637,2003182,1,iseA,545,iseA,Function unknown,inhibitor of autolysins,"inhibits in vitro activity of cell wall endopeptidases, inhibits cell separation",-,,WalR
BSU_18390,2003401,2003946,-1,yoeC,545,yoeC,"Replication, recombination and repair",unknown,similar to phage integrase,-,,
BSU_18400,2004262,2004492,-1,yoeD,230,yoeD,Carbohydrate transport and metabolism,unknown,unknown,-,,
BSU_18410,2004677,2006440,1,ggt,1763,ggt,Amino acid transport and metabolism,gamma-glutamyltransferase,gamma-glutamyltransferase,-,,
BSU_18420,2006541,2007398,-1,yofA,857,yofA,No COG category,transcriptional activator ([SW|LysR family]),transcriptional activator of [[gene|8AB7D225DBEE6BD695A4A8A2384D2C029B571C57]] at the onset of stationary phase,-,,
BSU_18430,2007526,2008515,1,yogA,989,yogA,Energy production and conversion,unknown,similar to alcohol dehydrogenase,-,,
BSU_18440,2008572,2010053,-1,gltB,1481,gltA->gltB,Amino acid transport and metabolism,glutamate synthase (small subunit),small subunit of glutamate synthase,-,,"SigA,TnrA,GltC,Fur"
BSU_18450,2010070,2014632,-1,gltA,4562,gltA->gltB,Amino acid transport and metabolism,glutamate synthase (large subunit),large subunit of glutamate synthase,-,,"SigA,TnrA,GltC,Fur"
BSU_18460,2014779,2015681,1,gltC,902,gltC,Transcription,transcriptional regulator ([SW|LysR family]),"transcriptional activator of the [[gene|44DF1B7E476AD58B3CCC39300FFE0132D0D32AD0]]-[[gene|AA07CC52B2DD48ACC9D3375E9D531CB1ACBE485A]] operon, activates expression of the operon in the absence of arginine",-,,"SigA,GltC"
BSU_18470,2015733,2016848,-1,proJ,1115,proH->proJ,No COG category,glutamate 5-kinase,glutamate 5-kinase,-,,SigA
BSU_18480,2016845,2017738,-1,proH,893,proH->proJ,Amino acid transport and metabolism,pyrroline-5-carboxylate reductase,pyrroline-5-carboxylate reductase,-,,SigA
BSU_18490,2017886,2018254,-1,rtp,368,rtp,Transcription,replication terminator protein,replication terminator protein,-,,
BSU_18500,2018554,2019270,-1,yoxD,716,yoxD,Function unknown,unknown,similar to 3-oxoacyl- acyl-carrier protein reductase,-,,
BSU_18510,2019421,2019726,1,yoxC,305,yoxC->yoaA,No COG category,unknown,"general stress protein, survival of ethanol  stress",-,,SigB
BSU_18520,2019797,2020567,1,yoxB,770,yoxC->yoaA,Function unknown,unknown,general stress protein,-,,SigB
BSU_18530,2020611,2021144,1,yoaA,533,yoxC->yoaA,"Translation, ribosomal structure and biogenesis",unknown,similar to spermidine/spermine N-acetyltransferase,-,,SigB
BSU_18540,2021223,2022467,-1,yoaB,1244,yoaD->yoaB,Amino acid transport and metabolism,2-oxoglutarate permease (proton symporter),2-oxoglutarate permease (proton symporter),-,,S-box
BSU_18550,2022561,2024024,-1,yoaC,1463,yoaD->yoaB,Carbohydrate transport and metabolism,unknown,similar to xylulokinase,-,,S-box
BSU_18560,2024042,2025076,-1,yoaD,1034,yoaD->yoaB,Amino acid transport and metabolism,unknown,similar to phosphoglycerate dehydrogenase,-,,S-box
BSU__misc_RNA_31,2025160,2025251,-1,BSU_misc_RNA_31,91,,No COG category,,,-,,
BSU_18570,2025400,2027442,1,yoaE,2042,yoaE->yoaF,Energy production and conversion,formate dehydrogenase,formate dehydrogenase,-,,
BSU_18580,2027509,2027802,1,yoaF,293,"yoaF, yoaE->yoaF",No COG category,unknown,unknown,-,,SigW
BSU_18590,2028175,2028579,-1,yoaG,404,yoaG,No COG category,unknown,unknown,-,,SigW
BSU_18600,2029020,2029313,1,yozQ,293,yozQ,No COG category,unknown,unknown,-,,SigG
BSU_18610,2029429,2031114,-1,yoaH,1685,yoaH,Cell motility,membrane-bound chemotaxis receptor,"membrane-bound chemotaxis receptor, similar to methyl-accepting chemotaxis protein",-,,SigD
BSU_18620,2031439,2032890,1,yoaI,1451,yoaI,"Secondary metabolite biosynthesis, transport, and catabolism",unknown,similar to oxygenase component of 4-hydroxyphenylacetate 3-monooxygenase,-,,
BSU_18630,2032927,2033625,-1,yoaJ,698,yoaJ,Carbohydrate transport and metabolism,expansin,"bacterial expansin, binds cellulose, required for the colonization of maize roots",-,,Fur
BSU_18640,2033895,2034572,-1,yoaK,677,,Function unknown,unknown,unknown,-,,
BSU_18650,2034745,2035782,1,pelB,1037,,No COG category,pectate lyase,pectate lyase,-,,
BSU_18660,2036039,2036722,1,yoaM,683,,Function unknown,unknown,unknown,-,,
BSU_18669,2037063,2037368,-1,yozS,305,,No COG category,unknown,unknown,-,,
BSU_18670,2037601,2038779,-1,oxdD,1178,oxdD,Carbohydrate transport and metabolism,oxalate decarboxylase,"oxalate decarboxylase, inner spore coat protein",-,,"GerE,SigK"
BSU_18680,2038902,2039390,-1,yoaO,488,,No COG category,unknown,unknown,-,,
BSU_18690,2039610,2040365,-1,yoaP,755,,Transcription,unknown,unknown,-,,
BSU_18700,2040673,2041029,1,yoaQ,356,,Function unknown,unknown,unknown,-,,
BSU_18709,2040988,2041227,-1,yozT,239,yoaR->yozT,No COG category,unknown,unknown,-,,
BSU_18710,2041330,2041827,-1,yozF,497,yoaR->yozT,Function unknown,unknown,unknown,-,,
BSU_18720,2041928,2042839,-1,yoaR,911,"yoaR->yozT, yoaR",Defense mechanisms,unknown,unknown,-,,SigG
BSU_18730,2043186,2043668,1,yoaS,482,yoaS->yoaV,Function unknown,unknown,unknown,-,,
BSU_18740,2043678,2043932,1,yozG,254,yoaS->yoaV,Transcription,unknown,similar to transcription regulator ([SW|Xre family]),-,,
BSU_18750,2044038,2044832,1,yoaT,794,yoaS->yoaV,Function unknown,unknown,unknown,-,,
BSU_18760,2044956,2045828,-1,yoaU,872,,Transcription,transcriptional regulator ([SW|LysR family]),similar to transcriptional regulator ([SW|LysR family]),-,,
BSU_18770,2045929,2046807,1,yoaV,878,yoaS->yoaV,Amino acid transport and metabolism,putative cysteine and O-acetyl serine efflux permease,putative cysteine and O-acetyl serine efflux permease,-,,
BSU_18780,2046980,2047411,-1,yoaW,431,yoaW,Function unknown,unknown,unknown,-,,"SigE,AbrB"
BSU_18790,2047675,2048307,-1,yoaZ,632,,Function unknown,unknown,unknown,-,,
BSU_18800,2048533,2049453,1,penP,920,penP,Defense mechanisms,beta-lactamase,beta-lactamase,-,,
BSU_18810,2049950,2050312,-1,yobA,362,,No COG category,unknown,unknown,-,,
BSU_18819,2050373,2050585,-1,yozU,212,,No COG category,unknown,"unknown, putative pseudogene",-,,
BSU_18820,2050689,2050952,1,yobB,263,yobB,No COG category,unknown,unknown,-,,
BSU_18830,2051329,2053929,-1,pps,2600,pps,Carbohydrate transport and metabolism,similar to rifampicin phosphotransferase,similar to rifampicin phosphotransferase,-,,
BSU_18840,2054599,2055240,-1,xynA,641,xynA,Carbohydrate transport and metabolism,"endo-1,4-beta-xylanase","endo-1,4-beta-xylanase",-,,SigA
BSU_18849,2055868,2056107,-1,yozV,239,yozV,No COG category,unknown,unknown,-,,
BSU_18850,2056278,2056616,1,yobD,338,,Transcription,unknown,similar to transcription regulator (Xre family),-,,
BSU_18860,2056650,2057006,-1,yozH,356,,No COG category,unknown,unknown,-,,
BSU_18870,2057214,2057579,1,yozI,365,,No COG category,unknown,unknown,-,,
BSU_18890,2058715,2059638,-1,yobF,923,,Function unknown,unknown,unknown,-,,
BSU_18898,2059691,2059864,-1,yozW,173,,No COG category,unknown,unknown,-,,
BSU_18899,2060009,2060233,1,yozX,224,,No COG category,unknown,unknown,-,,
BSU_18900,2060237,2060692,-1,yozJ,455,,No COG category,unknown,unknown,-,,
BSU_18908,2060817,2061077,1,yozY,260,,No COG category,unknown,unknown,-,,
BSU_18909,2061855,2061995,1,yozZ,140,,No COG category,unknown,"unknown, putative pseudogene",-,,
BSU_18910,2062150,2063265,1,rapK,1115,rapK->phrK,Function unknown,response regulator aspartate phosphatase,"response regulator aspartate phosphatase, controls [[protein|ComA ]]activity",-,,"PhoP,SigH,AbrB"
BSU_18920,2063262,2063384,1,phrK,122,rapK->phrK,No COG category,phosphatase ([[protein|C8BF3815578293542D14811C60F4CA78AACF73EB]]) regulator,"response regulator aspartate phosphatase ([[protein|C8BF3815578293542D14811C60F4CA78AACF73EB]]) regulator, controls [[protein|7832489F11F606BCF637EC23BAAB41AD10237EBB]] activity",-,,"PhoP,SigH,AbrB"
BSU_18950,2064540,2064833,-1,yozL,293,yozL->yobH,No COG category,unknown,unknown,-,,LexA
BSU_18960,2065042,2065377,1,yozM,335,yozM,Function unknown,unknown,unknown,-,,"LexA,CcpA"
BSU_18970,2065424,2069029,-1,yobI,3605,"yobI, yoyA->yobI",Transcription,unknown,unknown,-,,
BSU_18979,2069262,2069561,-1,yoyA,299,yoyA->yobI,No COG category,unknown,"unknown, putative pseudogene",-,,
BSU_18980,2070244,2071086,-1,yobJ,842,yobJ,No COG category,unknown,unknown,-,,SigW
BSU_18990,2071286,2071744,-1,yobK,458,,Function unknown,antitoxin,antitoxin,-,,
BSU_19000,2071754,2073556,-1,yobL,1802,,"Replication, recombination and repair",toxin,toxin,-,,
