,gene_name,start,length,operon,gene_product,regulator
ydeI,ydeI,393.0,393.0,ydeI,Function unknown,"['rcdA', 'rpoD']"
smpB,smpB,483.0,483.0,smpB,"Posttranslational modification, protein turnover, chaperones",[]
ygeG,ygeG,492.0,492.0,ygeG,Function unknown,[]
ybdN,ybdN,1221.0,1221.0,ybdN,Function unknown,"['arcA', 'cysB', 'fnr', 'rpoD']"
malF,malF,1545.0,1545.0,malEFG,Inorganic ion transport and metabolism,"['creB', 'crp', 'fis', 'malT', 'rpoD']"
yfjW,yfjW,1704.0,1704.0,yfjW,Function unknown,[]
tufA,tufA,1185.0,1185.0,rpsLG-fusA-tufA,"Translation, ribosomal structure and biogenesis","['rpoD', 'rpoE']"
rihA,rihA,936.0,936.0,rihA,Nucleotide transport and metabolism,[]
flgM,flgM,294.0,294.0,flgAMN,Transcription,"['csgD', 'flhD;flhC', 'fliA', 'rpoD']"
b2651,b2651,0.0,,b2651,Function unknown,[]
slyD,slyD,591.0,591.0,slyD,"Posttranslational modification, protein turnover, chaperones",[]
ycdO,ycdO,1128.0,1128.0,efeOB,Inorganic ion transport and metabolism,[]
rhaT,rhaT,1035.0,1035.0,rhaT,Amino acid transport and metabolism,"['arcA', 'crp', 'rhaS', 'rpoD']"
manX,manX,972.0,972.0,manXYZ,Carbohydrate transport and metabolism,"['cra', 'crp', 'mlc', 'nagC', 'rpoD']"
rfaZ,rfaZ,849.0,849.0,rfaZ,outer membrane biogenesis,[]
ydcX,ydcX,174.0,174.0,ortT,Function unknown,['fnr']
adiA,adiA,2268.0,2268.0,adiA,Amino acid transport and metabolism,"['adiY', 'h-NS', 'ihf', 'rpoD']"
flgH,flgH,699.0,699.0,flgBCDEFGHIJ,Cell motility,"['flhD;flhC', 'rpoD']"
ilvY,ilvY,894.0,894.0,ilvY,Transcription,"['ilvY', 'rpoD', 'rpoS']"
xseA,xseA,1371.0,1371.0,xseA,"Replication, recombination and repair","['arcA', 'crp', 'fnr', 'marA', 'rpoD']"
cadA,cadA,2148.0,2148.0,cadBA,Amino acid transport and metabolism,"['arcA', 'cadC', 'gadE;rcsB', 'gadX', 'h-NS', 'lrp', 'rpoD']"
fabF,fabF,1242.0,1242.0,yceD-rpmF-plsX-fabHDG-acpP-fabF,Lipid transport and metabolism,"['arcA', 'rpoD']"
metR,metR,954.0,954.0,metR,Transcription,"['metJ', 'metR', 'nac', 'oxyR']"
yhiR,rlmJ,843.0,843.0,rlmJ,Function unknown,[]
emrR,mprA,531.0,531.0,mprA-emrAB,Transcription,[]
cfa,cfa,1149.0,1149.0,cfa,Cell wall/membrane/envelope biogenesis,"['nac', 'rpoD', 'rpoS']"
metJ,metJ,318.0,318.0,metJ,Transcription,"['fur', 'rpoD']"
malS,malS,2031.0,2031.0,malS,Carbohydrate transport and metabolism,"['crp', 'malT', 'phoP', 'rpoD']"
idnR,idnR,999.0,999.0,idnDOTR,Transcription,"['crp', 'gntR', 'idnR', 'rpoD']"
ydfO,ydfO,411.0,411.0,ynfO-ydfO,No COG Annotation,['fnr']
argE,argE,1152.0,1152.0,argE,Amino acid transport and metabolism,"['argR', 'rpoD']"
yicC,yicC,864.0,864.0,yicC,Function unknown,[]
hdeB,hdeB,327.0,327.0,hdeAB-yhiD,Function unknown,"['fliZ', 'gadE', 'gadW', 'gadX', 'h-NS', 'lrp', 'marA', 'phoP', 'rcsB', 'rpoD', 'rpoS', 'torR']"
yebF,yebF,357.0,357.0,yebF,Function unknown,[]
yjaB,yjaB,444.0,444.0,yjaB,Transcription,[]
pepQ,pepQ,1332.0,1332.0,pepQ-yigZ-trkH-hemG,Amino acid transport and metabolism,['arcA']
gadW,gadW,729.0,729.0,gadAXW,No COG Annotation,"['arcA', 'fnr', 'gadE', 'gadW', 'gadX', 'h-NS', 'phoB', 'phoP', 'rpoS', 'rutR', 'sdiA', 'ydeO', 'yieP']"
b1998,b1998,258.0,258.0,b1998,Function unknown,[]
ytjB,ytjB,645.0,645.0,ytjB-lplA,Function unknown,['nac']
yhjG,yhjG,2061.0,2061.0,yhjG,Cell wall/membrane/envelope biogenesis,['rpoS']
ybcW,ybcW,207.0,207.0,ybcW,No COG Annotation,[]
folE,folE,669.0,669.0,folE-yeiB,Coenzyme transport and metabolism,"['arcA', 'metJ', 'rpoD']"
b2974,b2974,0.0,,b2974,Putative endoglucanase,[]
ompT,ompT,954.0,954.0,envY-ompT,Cell wall/membrane/envelope biogenesis,"['lrp', 'nac', 'phoP']"
galU,galU,909.0,909.0,galU,Cell wall/membrane/envelope biogenesis,[]
bisC,bisC,2334.0,2334.0,bisC,Energy production and conversion,[]
hybO,hybO,1119.0,1119.0,hybOABCDEFG,Energy production and conversion,"['arcA', 'fnr', 'fur', 'narL', 'rpoD']"
ompA,ompA,1041.0,1041.0,ompA,Cell wall/membrane/envelope biogenesis,"['crp', 'nac', 'rpoD']"
gutM,srlM,360.0,360.0,srlAEBD-gutM-srlR-gutQ,Transcription,[]
mobA,mobA,528.0,528.0,mobAB,Coenzyme transport and metabolism,[]
chiA,chiA,2694.0,2694.0,chiA,Carbohydrate transport and metabolism,"['h-NS', 'rpoD', 'yeiE']"
hipB,hipB,267.0,267.0,hipBA,Transcription,"['hipAB', 'hipB', 'ihf', 'rpoD']"
srlR,srlR,774.0,774.0,srlAEBD-gutM-srlR-gutQ,Transcription,"['crp', 'gutM', 'h-NS', 'nac', 'rpoD', 'srlR']"
yoaH,yoaH,180.0,180.0,yoaH,Function unknown,[]
yhfX,yhfX,1164.0,1164.0,yhfXW-php-yhfUTS,Amino acid transport and metabolism,['cra']
uidC,uidC,1266.0,1266.0,uidABC,"Intracellular trafficking, secretion, and vesicular transport","['crp', 'uidR', 'uxuR']"
fucR,fucR,732.0,732.0,fucPIKUR,Transcription,"['crp', 'fucR', 'rpoD']"
aaeR,aaeR,930.0,930.0,aaeR,Transcription,"['crp', 'nac']"
yhfZ,yhfZ,906.0,906.0,yhfZY,Function unknown,[]
cld,cld,318.0,318.0,cld,Function unknown,[]
dhaR,dhaR,1920.0,1920.0,dhaR,Transcription,"['arcA', 'dhaR', 'fnr', 'rpoS']"
kbaZ,kbaZ,1281.0,1281.0,kbaZ-agaVWA,Carbohydrate transport and metabolism,"['agaR', 'crp', 'rpoD']"
yzgL,yzgL,219.0,219.0,yzgL,No COG Annotation,['lrp']
pbpG,pbpG,933.0,933.0,pbpG,Cell wall/membrane/envelope biogenesis,['ybaQ']
feaB,feaB,1500.0,1500.0,feaB,Energy production and conversion,"['arcA', 'crp', 'feaR', 'nsrR', 'rpoD', 'yddM']"
yhaK,yhaK,702.0,702.0,yhaKL,Function unknown,[]
yhhW,yhhW,696.0,696.0,yhhW,Function unknown,"['crp', 'lrp']"
cirA,cirA,1992.0,1992.0,cirA,Inorganic ion transport and metabolism,"['arcA', 'crp', 'fur', 'rpoD']"
galR,galR,1032.0,1032.0,galR,Transcription,"['galR', 'galS', 'rpoD']"
yhdH,acuI,975.0,975.0,yhdH,Energy production and conversion,[]
rna,rna,807.0,807.0,rna,"Translation, ribosomal structure and biogenesis",['ybiH']
murA,murA,1260.0,1260.0,ibaG-murA,Cell wall/membrane/envelope biogenesis,[]
bglA,bglA,1440.0,1440.0,bglA,Carbohydrate transport and metabolism,['ybaQ']
yhcB,yhcB,399.0,399.0,yhcB,Function unknown,[]
relA,relA,2235.0,2235.0,relA-mazEFG,Transcription,"['crp', 'h-NS', 'hipAB', 'hipB', 'ntrC', 'rpoD', 'rpoN']"
tyrP,tyrP,1212.0,1212.0,tyrP,Amino acid transport and metabolism,"['fnr', 'hU', 'ihf', 'lrp', 'rpoD', 'tyrR']"
nlpA,nlpA,819.0,819.0,nlpA,Inorganic ion transport and metabolism,['csgD']
stfE,stfE,501.0,501.0,stfE-tfaE,No COG Annotation,[]
uvrC,uvrC,1833.0,1833.0,uvrYC,"Replication, recombination and repair","['lexA', 'rpoD']"
srlA,srlA,564.0,564.0,srlAEBD-gutM-srlR-gutQ,Carbohydrate transport and metabolism,"['crp', 'gutM', 'h-NS', 'nac', 'rpoD', 'srlR']"
blc,blc,534.0,534.0,blc,Cell wall/membrane/envelope biogenesis,['rpoS']
yncI,yncI,738.0,738.0,yncM,No COG Annotation,[]
ihfB,ihfB,285.0,285.0,cmk-rpsA-ihfB,"Replication, recombination and repair","['ihf', 'rpoD', 'rpoS']"
yahO,yahO,276.0,276.0,yahO,Function unknown,[]
ygjN,ygjN,1452.0,315.0,higBA,Function unknown,[]
ydfZ,ydfZ,1671.0,204.0,ydfZ,Function unknown,['fnr']
cynT,cynT,660.0,660.0,cynTSX,Inorganic ion transport and metabolism,"['cynR', 'nac', 'rpoD']"
b1437,b1437,,,b1437,Function unknown,[]
ygjV,ygjV,552.0,552.0,ygjV,Function unknown,"['crp', 'yiaJ']"
yceP,bssS,255.0,255.0,bssS,Biofilm regulator,[]
flgB,flgB,417.0,417.0,flgBCDEFGHIJ,Cell motility,"['flhD;flhC', 'rpoD']"
yncA,yncA,519.0,519.0,mnaT-ydcZ,Cell wall/membrane/envelope biogenesis,[]
yhaM,yhaM,1311.0,1311.0,yhaOM,Function unknown,['ybaO']
pspF,pspF,978.0,978.0,pspF,Transcription,"['pspF', 'rpoD']"
htpG,htpG,1875.0,1875.0,htpG,"Posttranslational modification, protein turnover, chaperones","['ascG', 'nac', 'rpoH', 'rpoN', 'yeiE']"
lsrR,lsrR,954.0,954.0,lsrRK,Transcription,"['crp', 'lsrR', 'rpoD']"
yhbC,yhbC,453.0,453.0,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,Function unknown,[]
ycfS,ycfS,960.0,960.0,ycfS,Cell wall/membrane/envelope biogenesis,[]
yjjY,yjjY,141.0,141.0,yjjY,Function unknown,"['arcA', 'fnr']"
b0259,insH1,1017.0,1017.0,insH-1,"Replication, recombination and repair",[]
yraQ,yraQ,1041.0,1041.0,yraQ,Function unknown,"['argR', 'nac']"
ycfD,ycfD,1122.0,1122.0,roxA,Function unknown,[]
cynR,cynR,900.0,900.0,cynR,Transcription,"['cynR', 'nac', 'rpoD']"
nagB,nagB,801.0,801.0,nagBAC-umpH,Carbohydrate transport and metabolism,"['crp', 'fur', 'nagC', 'rpoD']"
psd,psd,969.0,969.0,psd-mscM,Lipid transport and metabolism,"['cpxR', 'rpoE']"
ycgX,ycgX,405.0,405.0,ycgX,Function unknown,[]
ydfV,ydfV,306.0,306.0,ydfV,No COG Annotation,[]
yoaE,yoaE,1557.0,1557.0,yoaE,Inorganic ion transport and metabolism,['rpoD']
yhbX,yhbX,1626.0,1626.0,yhbX,Function unknown,[]
b1240,b1240,0.0,,b1240,Function unknown,[]
ybiA,ybiA,483.0,483.0,ybiA,Function unknown,[]
yecH,yecH,240.0,240.0,yecH,Function unknown,['fnr']
ygeI,ygeI,219.0,219.0,ygeI,No COG Annotation,[]
yciA,yciA,399.0,399.0,yciA,Lipid transport and metabolism,[]
astC,astC,1221.0,1221.0,astCADBE,Amino acid transport and metabolism,"['arcA', 'argR', 'lrp', 'ntrC', 'rpoD', 'rpoN', 'rpoS']"
yahN,yahN,672.0,672.0,yahN,Amino acid transport and metabolism,[]
idi,idi,549.0,549.0,idi,Lipid transport and metabolism,[]
ybjQ,ybjQ,324.0,324.0,ybjQ-amiD,Function unknown,['nac']
ydjA,ydjA,552.0,552.0,ydjA-selD-topB,Energy production and conversion,[]
ygaQ,ygaQ,2253.0,2253.0,ygaQ,No COG Annotation,['fur']
ydfA,ydfA,156.0,156.0,ydfABC,No COG Annotation,['rpoD']
fhuC,fhuC,156.0,156.0,ydfABC,No COG Annotation,"['fur', 'rpoD', 'trpR']"
yebG,yebG,291.0,291.0,yebG,Function unknown,"['lexA', 'rpoD']"
ygaV,ygaV,300.0,300.0,ygaVP,Transcription,[]
creB,creB,690.0,690.0,creABCD,Signal transduction mechanisms,"['nagC', 'rpoD', 'rpoH']"
oppB,oppB,921.0,921.0,oppABCDF,Inorganic ion transport and metabolism,"['arcA', 'fliA', 'fur', 'lrp', 'modE', 'nac', 'spermidine']"
yfiE,yfiE,882.0,882.0,yfiE,Transcription,[]
yqcE,yqcE,1278.0,1278.0,yqcE-ygcE,Carbohydrate transport and metabolism,[]
yeaS,leuE,639.0,639.0,leuE,Amino acid transport and metabolism,[]
ydeA,ydeA,1191.0,1191.0,ydeA,Carbohydrate transport and metabolism,['arcA']
ygbA,ygbA,354.0,354.0,ygbA,Function unknown,"['fnr', 'nsrR']"
csdA,csdA,1206.0,1206.0,csdAE,Amino acid transport and metabolism,[]
yeaZ,yeaZ,696.0,696.0,tsaB-yeaY,"Posttranslational modification, protein turnover, chaperones",[]
yhdX,yhdX,1182.0,1182.0,yhdWXYZ,Amino acid transport and metabolism,"['ntrC', 'rpoN']"
nudH,rppH,531.0,531.0,rppH-ptsP,"Replication, recombination and repair",[]
ygeF,ygeF_1,396.0,396.0,ygeF,No COG Annotation,[]
recE,recE,2601.0,2601.0,recET-ralR-ydaC-xisR-intR,"Replication, recombination and repair",[]
nanA,nanA,894.0,894.0,nanATEK-yhcH,Amino acid transport and metabolism,"['crp', 'fis', 'nac', 'nanR', 'rpoD']"
glcC,glcC,765.0,765.0,glcC,Transcription,"['arcA', 'cra', 'crp', 'fis', 'glcC', 'rpoD']"
yraM,lpoA,2037.0,2037.0,lpoA,Function unknown,[]
rnd,rnd,1128.0,1128.0,rnd,"Translation, ribosomal structure and biogenesis",['rpoD']
mreC,mreC,1104.0,1104.0,mreBCD,Cell wall/membrane/envelope biogenesis,"['argR', 'nac', 'rpoD']"
mhpR,mhpR,834.0,834.0,mhpR-lacI,Transcription,"['arcA', 'crp', 'rpoD', 'ybaQ']"
yhbO,yhbO,519.0,519.0,yhbO,Function unknown,[]
ptrB,ptrB,2061.0,2061.0,ptrB,Amino acid transport and metabolism,[]
fadE,fadE,2445.0,2445.0,fadE,Lipid transport and metabolism,"['arcA', 'fadR']"
feaR,feaR,906.0,906.0,feaR,Transcription,"['arcA', 'crp', 'nac', 'nsrR', 'phoB', 'qseB', 'rpoD']"
clpB,clpB,2574.0,2574.0,clpB,"Posttranslational modification, protein turnover, chaperones","['rpoD', 'rpoH']"
argI,argI,1005.0,1005.0,argI,Amino acid transport and metabolism,"['argR', 'rpoD']"
rluF,rluF,873.0,873.0,rluF,"Translation, ribosomal structure and biogenesis",[]
yhjJ,yhjJ,1497.0,1497.0,yhjJ,"Posttranslational modification, protein turnover, chaperones",['rpoE']
fabZ,fabZ,456.0,456.0,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,Lipid transport and metabolism,"['cpxR', 'gadE', 'rpoE']"
yaaA,yaaA,777.0,777.0,yaaA,Function unknown,[]
mrr,mrr,915.0,915.0,mrr,Defense mechanisms,['fnr']
yhjK,yhjK,1989.0,1989.0,pdeK,Signal transduction mechanisms,[]
crl,crl_1,71.0,71.0,crl_1,Transcription,[]
yaaH,yaaH,567.0,567.0,satP,Uptake of acetate and succinate,[]
yfaY,yfaY,1203.0,1203.0,yfaY,Coenzyme transport and metabolism,[]
b3044,insC5,366.0,366.0,insC-5CD-5D-5-yqiGHI,"Replication, recombination and repair",[]
yibL,yibL,363.0,363.0,yibL,Function unknown,[]
yaaI,yaaI,405.0,405.0,yaaI,Function unknown,[]
elaB,elaB,306.0,306.0,elaB,Function unknown,['rpoS']
rhsB,rhsB,4236.0,4236.0,rhsB,Cell wall/membrane/envelope biogenesis,['ybaQ']
yicH,yicH,1710.0,1710.0,yicH,Function unknown,['yeiE']
yfbU,yfbU,495.0,495.0,yfbU-hxpA,Function unknown,[]
yiaW,yiaW,324.0,324.0,yiaWV,Function unknown,[]
yieE,yieE,750.0,750.0,yieEF,Coenzyme transport and metabolism,"['arcA', 'nac', 'rpoE']"
argF,argF,1005.0,1005.0,argF,Amino acid transport and metabolism,"['argR', 'fur', 'rpoD']"
yfcD,yfcD,543.0,543.0,yfcD,Function unknown,[]
yidE,yidE,1662.0,1662.0,yidE,Inorganic ion transport and metabolism,[]
yihL,yihL,711.0,711.0,yihLM,Transcription,[]
aspC,aspC,1191.0,1191.0,aspC,Amino acid transport and metabolism,"['fnr', 'fur', 'lrp']"
yfcE,yfcE,555.0,555.0,yfcE,Function unknown,[]
yihR,yihR,927.0,927.0,yihR,Carbohydrate transport and metabolism,[]
yihX,yihX,600.0,600.0,yihXY-dtd-yiiD,Function unknown,[]
yfcI,yfcI,891.0,891.0,rpnB,Function unknown,[]
glpX,glpX,1011.0,1011.0,glpFKX,Carbohydrate transport and metabolism,"['crp', 'glpR', 'rpoD']"
nadK,nadK,879.0,879.0,nadK,Carbohydrate transport and metabolism,[]
prmB,prmB,933.0,933.0,prmB-aroC-mepA-yfcA-epmC-yfcL,"Translation, ribosomal structure and biogenesis",['nac']
dedA,dedA,660.0,660.0,pdxB-usg-truA-dedA,Function unknown,['nac']
yijF,yijF,618.0,618.0,yijF,Function unknown,[]
guaC,guaC,1044.0,1044.0,guaC,Nucleotide transport and metabolism,['oxyR']
cysP,cysP,1017.0,1017.0,cysPUWAM,Inorganic ion transport and metabolism,"['cysB', 'h-NS', 'rpoD']"
yfeA,yfeA,2190.0,2190.0,pdeA,Signal transduction mechanisms,[]
yijO,yijO,852.0,852.0,yijO,Transcription,['nac']
barA,barA,2757.0,2757.0,barA,Signal transduction mechanisms,[]
dapA,dapA,879.0,879.0,dapA-bamC,Amino acid transport and metabolism,['rpoD']
ypjB,ypjB,792.0,792.0,ypjB,Function unknown,[]
pagB,pagB,180.0,180.0,pagB,Function unknown,[]
glyA,glyA,1254.0,1254.0,glyA,Amino acid transport and metabolism,"['metR', 'purR', 'rpoD']"
focA,focA,858.0,858.0,focA-pflB,Inorganic ion transport and metabolism,"['arcA', 'crp', 'fnr', 'ihf', 'narL', 'rpoD']"
hfq,hfq,309.0,309.0,yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC,Signal transduction mechanisms,"['crp', 'nac', 'rpoD', 'rpoH']"
insA_3,insA_3,273.0,273.0,insA_3,transposition of IS1,[]
yobF,yobF,144.0,144.0,yobF-cspC,No COG Annotation,"['crp', 'nac', 'rpoD', 'ydcI']"
yhdY,yhdY,1104.0,1104.0,yhdWXYZ,Amino acid transport and metabolism,"['ntrC', 'rpoN']"
yggH,trmB,717.0,717.0,trmB,tRNA modification,[]
yjiM,yjiM,1152.0,1152.0,yjiML,Amino acid transport and metabolism,[]
yebO,yebO,288.0,288.0,yebO,Function unknown,[]
xylG,xylG,1542.0,1542.0,xylFGHR,Inorganic ion transport and metabolism,"['crp', 'fis', 'xylR']"
mug,mug,507.0,507.0,mug,"Replication, recombination and repair",['ybaQ']
yjiA,yjiA,957.0,957.0,yjiXA,Function unknown,[]
yebE,yebE,660.0,660.0,yebE,Function unknown,"['cpxR', 'rpoD']"
ytfR,ytfR,1503.0,1503.0,ytfQRT-yjfF,Inorganic ion transport and metabolism,[]
yneK,yneK,1116.0,1116.0,yneK,No COG Annotation,[]
yjiX,yjiX,204.0,204.0,yjiXA,Function unknown,[]
dacA,dacA,1212.0,1212.0,dacA,Cell wall/membrane/envelope biogenesis,[]
ycdZ,ycdZ,492.0,492.0,ycdZ,Function unknown,"['crp', 'cytR', 'rpoD']"
rob,rob,870.0,870.0,rob,Transcription,"['marA', 'rob', 'soxS']"
yjiJ,yjiJ,1179.0,1179.0,yjiJ,Carbohydrate transport and metabolism,['arcA']
htpX,htpX,882.0,882.0,htpX,"Posttranslational modification, protein turnover, chaperones",['rpoH']
ymdB,ymdB,534.0,534.0,ymdAB-clsC,Function unknown,[]
sulA,sulA,510.0,510.0,sulA,"Cell cycle control, cell division, chromosome partitioning","['lexA', 'rcdA', 'rpoD']"
yjjL,lgoT,1362.0,1362.0,lgoT,Carbohydrate transport and metabolism,[]
treA,treA,1698.0,1698.0,treA,Carbohydrate transport and metabolism,['rpoS']
yceK,yceK,228.0,228.0,yceK,Function unknown,[]
rpsJ,rpsJ,312.0,312.0,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"Translation, ribosomal structure and biogenesis","['arcA', 'fnr', 'rpoD']"
yhbE,yhbE,966.0,966.0,rplU-rpmA-yhbE-obgE,Amino acid transport and metabolism,"['mlrA', 'rpoD']"
ycfJ,ycfJ,540.0,540.0,ycfJ,Cell wall/membrane/envelope biogenesis,[]
motA,motA,888.0,888.0,motAB-cheAW,Cell motility,"['cpxR', 'fliA']"
rpmB,rpmB,237.0,237.0,yicR-rpmBG-mutM,"Translation, ribosomal structure and biogenesis",['arcA']
yhcO,yhcO,273.0,273.0,yhcO,Transcription,[]
ycgH,ycgH_1,2574.0,2574.0,ycgH_1H_2,No COG Annotation,[]
panB,panB,795.0,795.0,panBC,Coenzyme transport and metabolism,['rpoD']
ybjM,ybjM,378.0,378.0,ybjM,Function unknown,['oxyR']
ompR,ompR,720.0,720.0,ompR-envZ,No COG Annotation,"['crp', 'fur', 'ihf', 'nac', 'rpoD']"
nagA,nagA,1149.0,1149.0,nagBAC-umpH,Carbohydrate transport and metabolism,"['crp', 'fur', 'nagC', 'phoP', 'rpoD']"
smf,smf,1125.0,1125.0,smf,"Replication, recombination and repair",[]
betT,betT,2034.0,2034.0,betT,Inorganic ion transport and metabolism,"['arcA', 'betI', 'cra', 'rpoD']"
relB,relB,240.0,240.0,relBE-hokD,"Replication, recombination and repair","['relB', 'relB;relE', 'rpoD']"
grxB,grxB,648.0,648.0,grxB,"Posttranslational modification, protein turnover, chaperones",['rpoD']
yhdN,yhdN,369.0,369.0,yhdN-zntR,Function unknown,['rpoH']
entC,entC,1176.0,1176.0,entCEBAH,Coenzyme transport and metabolism,"['crp', 'fur', 'rpoD']"
uvrY,uvrY,657.0,657.0,uvrYC,Signal transduction mechanisms,"['lexA', 'rpoD']"
pdxH,pdxH,657.0,657.0,pdxH-tyrS-pdxY,Coenzyme transport and metabolism,[]
bfd,bfd,195.0,195.0,bfd-bfr,Function unknown,['nac']
ytfQ,ytfQ,957.0,957.0,ytfQRT-yjfF,Carbohydrate transport and metabolism,[]
cyaA,cyaA,2547.0,2547.0,cyaA,Nucleotide transport and metabolism,"['crp', 'rpoD']"
dcd,dcd,483.0,483.0,rhsE-ydcD,No COG Annotation,[]
yheO,yheO,723.0,723.0,yheO-tusDCB,Function unknown,[]
crcA,crcA,561.0,561.0,pagP,Cell wall/membrane/envelope biogenesis,[]
rhaS,rhaS,837.0,837.0,rhaSR,Transcription,"['crp', 'rhaR', 'rhaS', 'rpoD', 'rpoS']"
thiM,thiM,789.0,789.0,thiMD,Coenzyme transport and metabolism,['TPP']
yhfG,yhfG,168.0,168.0,yhfG-fic-pabA,No COG Annotation,"['crp', 'rpoS']"
ybjP,ybjP,516.0,516.0,ybjP,Function unknown,['rpoS']
chaB,chaB,231.0,231.0,chaBC,Function unknown,[]
gshA,gshA,1557.0,1557.0,gshA,Coenzyme transport and metabolism,['yddM']
ygjJ,ygjJ,1071.0,1071.0,ygjJK,Function unknown,[]
ybjL,ybjL,1686.0,1686.0,ybjL,Inorganic ion transport and metabolism,[]
gntK,gntK,528.0,528.0,gntRKU,Carbohydrate transport and metabolism,"['crp', 'gntR', 'idnR', 'rpoD']"
yliG,rimO,1326.0,1326.0,rimO,"Translation, ribosomal structure and biogenesis",[]
gatR_1,gatR_1,299.0,299.0,gatR_1,No COG Annotation,[]
mdtG,mdtG,1227.0,1227.0,mdtG,Carbohydrate transport and metabolism,['nac']
ftsH,ftsH,1935.0,1935.0,rlmE-ftsH,"Posttranslational modification, protein turnover, chaperones","['rpoD', 'rpoH']"
ascG,ascG,1011.0,1011.0,ascG,Transcription,[]
hcaR,hcaR,891.0,891.0,hcaR,Transcription,"['arcA', 'hcaR']"
narU,narU,1389.0,1389.0,narU,Inorganic ion transport and metabolism,"['rpoD', 'rpoS']"
hslV,hslV,531.0,531.0,hslVU,"Posttranslational modification, protein turnover, chaperones",['rpoH']
pth,pth,585.0,585.0,pth-ychF,"Translation, ribosomal structure and biogenesis",['rpoD']
yciK,yciK,759.0,759.0,yciK-btuR,Function unknown,[]
ydjE,ydjE,1359.0,1359.0,ydjE,Carbohydrate transport and metabolism,['yeiE']
mcrB,mcrB,1380.0,1380.0,mcrBC,Defense mechanisms,[]
ais,ais,603.0,603.0,ais,Signal transduction mechanisms,[]
yfdZ,yfdZ,1239.0,1239.0,alaC,Amino acid transport and metabolism,[]
yfcJ,yfcJ,1179.0,1179.0,yfcJ,Carbohydrate transport and metabolism,[]
yhgF,yhgF,2322.0,2322.0,yhgF,Transcription,[]
b1420,mokB,168.0,168.0,mokB,No COG Annotation,[]
sohB,sohB,1050.0,1050.0,sohB,"Posttranslational modification, protein turnover, chaperones","['crp', 'rpoD', 'rpoS']"
idnT,idnT,1320.0,1320.0,idnDOTR,Amino acid transport and metabolism,"['crp', 'gntR', 'idnR']"
rssB,rssB,1014.0,1014.0,rssAB,Signal transduction mechanisms,"['cra', 'crp', 'rpoS']"
yjiY,yjiY,2151.0,2151.0,btsT,Signal transduction mechanisms,"['btsR', 'crp', 'rpoS']"
yrfF,yrfF,2136.0,2136.0,yrfF,Function unknown,['arcA']
yjhF,yjhF,1350.0,1350.0,yjhF,Amino acid transport and metabolism,[]
rnt,rnt,648.0,648.0,rnt-lhr,"Replication, recombination and repair",[]
napF,napF,495.0,495.0,napFDAGHBC-ccmABCDEFGH,Energy production and conversion,"['flhD;flhC', 'fnr', 'iscR', 'lrp', 'modE', 'nac', 'narL', 'narP', 'rpoD']"
yhhY,yhhY,489.0,489.0,yhhY,Transcription,"['fur', 'rpoD']"
dkgA,dkgA,828.0,828.0,yqhD-dkgA,Function unknown,"['rpoD', 'rpoS', 'yqhC']"
amyA,amyA,1488.0,1488.0,amyA,Carbohydrate transport and metabolism,['rpoD']
dpbA,dpbA,1374.0,1374.0,dbpA,"Replication, recombination and repair",[]
yhhN,yhhN,627.0,627.0,yhhN,Function unknown,[]
yaaU,yaaU,1332.0,1332.0,yaaU,Carbohydrate transport and metabolism,"['argR', 'rpoN']"
degQ,degQ,1368.0,1368.0,degQS,"Posttranslational modification, protein turnover, chaperones",['rpoD']
rdoA,rdoA,987.0,987.0,srkA-dsbA,Function unknown,[]
yhhQ,yhhQ,666.0,666.0,yhhQ,Function unknown,[]
ygbN,ygbN,1365.0,1365.0,ygbN,Amino acid transport and metabolism,[]
pinE,pinE,555.0,555.0,pinE,"Replication, recombination and repair",[]
pck,pck,1623.0,1623.0,pck,Energy production and conversion,"['arcA', 'cra', 'crp', 'nac', 'rpoD', 'yeiE']"
norV,norV,1440.0,1440.0,norVW,Energy production and conversion,"['fnr', 'ihf', 'narL', 'narP', 'norR', 'rpoN']"
b1403,insC2,366.0,366.0,insCD-2C-2D-2,"Replication, recombination and repair",[]
htrA,degP,1425.0,1425.0,degP,"Posttranslational modification, protein turnover, chaperones",[]
b0165,b0165,,,b0165,Function unknown,[]
ygbJ,ygbJ,909.0,909.0,ygbJK,Lipid transport and metabolism,[]
coaE,coaE,621.0,621.0,coaE-zapD-yacG,Coenzyme transport and metabolism,[]
yedQ,yedQ,1695.0,1695.0,dgcQ,Signal transduction mechanisms,[]
yhbQ,yhbQ,303.0,303.0,yhbQ,"Replication, recombination and repair",[]
fsaA,fsaA,663.0,663.0,fsaA,Carbohydrate transport and metabolism,"['arcA', 'fnr']"
rumA,rumA,1302.0,1302.0,rlmD,"Translation, ribosomal structure and biogenesis",[]
erfK,ldtA,933.0,933.0,ldtA,Function unknown,[]
yhbU,yhbU,996.0,996.0,yhbUV,"Posttranslational modification, protein turnover, chaperones","['fnr', 'nac']"
glnB,glnB,339.0,339.0,glrR-glnB,Amino acid transport and metabolism,"['purR', 'rpoD']"
